id,type,text1,text2,text3,text4,notes
mining_drone,SHIP,견고하고 조작되지 않은 마이닝 포드는 약간의 주의를 산만하게 하고 약간의 화력 지원을 제공할 수 있지만 그 외에는 별로 많지 않습니다. 모선에서 벗어나 작전을 수행할 수 없습니다.,,,,
longbow,SHIP,빠르고 방어막 생성기를 갖춘 Longbow의 임무는 운동식 Sabot 미사일을 원거리에서 배치하고 항공모함으로 돌아와 재무장하는 것입니다. 방패 파괴 운동 피해가 더 무거운 피해 딜러의 피해와 결합될 때 가장 효과적입니다.,,,,
trident,SHIP,아트로포스급 어뢰 2개와 최고 수준의 방어막 생성기를 갖춘 트라이던트는 아마도 모든 폭격기 중에서 가장 두려운 전투기일 것입니다. 그 효율성은 낮은 최고 속도와 까다로운 물류 프로필로 인해 다소 제한됩니다.,,,,
piranha,SHIP,피라냐는 탑재량을 전달하기 위한 추진력에 의존하여 무동력 재래식 폭탄을 한꺼번에 배치합니다. 최대 피해 가능성은 극단적이지만 대부분의 표적은 많은 폭탄을 피하거나 격추할 수 있습니다.,,,,
broadsword,SHIP,튼튼하고 민첩한 브로드소드는 폭격기나 그 탑재물과 같은 고가치 표적으로부터 방어 사격을 멀리하는 미끼 조명탄 발사기를 탑재하고 있습니다. 그러나 치명적인 일격을 가해야 할 필요성에 직면하면 흔들릴 수 있습니다.,,,,
xyphos,SHIP,강력한 방어막과 장거리 무기로 무장한 Xyphos는 근접 지원 역할에 매우 효과적입니다. 대형 함선의 타겟팅 및 내비게이션 피드에 의존하기 때문에 독립적으로 작동할 수 없습니다.,,,,
wasp,SHIP,"빠르고 민첩한 Wasp 드론은 일반적으로 수적으로 압도하고 쉽게 적 전투기 대형을 공격하는 반면, Stinger 지뢰는 낙오자가 통과하는 것을 방지합니다. 지점 방어 무기에 직면하면 그들의 취약성이 드러나기 시작하지만 탑승한 조종사가 없기 때문에 손실을 더 쉽게 흡수할 수 있습니다.",,,,
dagger,SHIP,파괴력이 매우 높은 어뢰로 무장한 Dagger는 취약하지만 일반적으로 발사 범위 내로 들어갈 수 있는 방어막 생성기를 갖추고 있습니다. 그러나 대규모 어뢰 포격이라도 주의가 산만해지지 않고 집중된 지점 방어 사격을 통과할 가능성은 거의 없습니다.,,,,
talon,SHIP,빠르고 저렴한 Talon은 놀라운 화력을 자랑하며 적 전투기를 파견할 수 있습니다. 또한 한꺼번에 사용할 경우 대형 함선에 상당한 피해를 줄 수 있지만 일반적으로 이러한 사용은 조종사의 손실이 큽니다.,,,,
hoplon,SHIP,"코페시는 목표물에 정확하고 파괴적인 로켓 포격을 가할 수 있습니다. 다른 폭격기보다 더 안전하고 피해를 입힐 수 있는 신뢰성이 높지만, 피해 잠재력도 이와 같지 않습니다.",,,,
claw,SHIP,민첩하고 저급 보호막 생성기를 갖춘 Claw는 주로 지원 전투기입니다. EMP 피해는 제대로 보호되지 않은 대상에게 일시적으로 심각한 피해를 주지만 그 자체로는 많은 영구적인 피해를 입힐 수 없습니다.,,,,
drone_borer,SHIP,느리고 튼튼하지는 않지만 전투용으로 개조된 이 광산 드론은 그럼에도 불구하고 적군이 모선에 접근하지 못하도록 한동안 막아낼 수 있습니다. 수적으로 배치되면 소형 전투함에도 위협이 될 수 있습니다.,,,,
drone_terminator,SHIP,"무시무시한 터미네이터 코어 표적 분석기를 기반으로 제작된 지점 방어 드론으로, 미사일과 전투기의 일시적인 약점을 한치의 오차도 없는 정밀도로 찾아냅니다. 복잡한 전투 상황에서 코어의 AI가 일반적으로 허용되는 델타 수준을 간헐적으로 초과한다는 소문은 아직 입증되지 않았습니다.",,,,
doom,SHIP,"위상 기술이 일반적으로 알려지지 않았고 위상 탐지기가 모든 센서 패키지의 표준이 아니었을 때 설계된 이 순양함은 기습의 이점을 잃었지만 위험하고 유연한 무기 로드아웃을 유지합니다. 
 
 전투 상황에서 여러 차례 급격한 위상 변화를 겪은 후 예민한 승무원들이 특정 불안한 심리적 현상을 보고했습니다. 해당 주제에 대한 도메인 해군 보고서는 기밀 해제되지 않았으며 붕괴 이후 사라진 것으로 생각됩니다.",,,,
shade,SHIP,해당 구역에서 운용되는 가장 작은 위상 함선인 Shade급은 대규모 함대의 정찰용으로 자주 사용됩니다. 전투에서는 EMP 방출기로 적 함선을 무력화할 수 있는 능력으로 함대 제독들에게 높이 평가됩니다.,,,,
afflictor,SHIP,훨씬 더 무거운 함선을 격추시킬 수 있을 만큼 강력한 무기 로드아웃을 갖춘 위험하고 빠른 단계 프리깃입니다. 애플릭터는 비정상적으로 증폭된 엔트로피 장을 투사하기 위해 통합 위상 코일 배열의 고유한 변형을 활용하는 장치를 보유하고 있습니다. 이는 표적 함선이 혼란스러운 고에너지 사건을 경험할 때 섬세하거나 정밀하게 조정된 시스템에서 파괴적인 불안정성을 엄청나게 증가시킵니다. 전투 피해. 잘못될 수 있는 모든 일은 잘못됩니다.,,,,
harbinger,SHIP,"전투에서 불운을 겪은 승무원들이 두려워하고 경멸하는 치명적인 단계 구축함입니다. Harbinger는 적 군함을 일시적으로 무력화시켜 자신 또는 동맹군이 이용할 수 있는 구멍을 생성할 수 있는 장치를 보유하고 있습니다.
 
 ""Tri-Tachyon Corporation은 단계적 실험에 지속적으로 관여했다는 주장을 부인합니다. - 툴레 조약을 직접적으로 위반하는 '비밀 단계 군함 개발 및 운용' 개인, 상인 단체, 영적 계층 및 중대하고 노골적인 명예 훼손을 저지르는 모든 등록된 단체에 대한 완전한 박해를 추구하는 것이 회사 정책입니다. Cycle 32 AC의 부문 상업 협정에 따라 지역 관할권의 최대 범위까지. 우리 법무팀이 연락할 것입니다.""",,,,
gremlin,SHIP,"이 고대 단계 프로토타입 장비는 결코 대량 생산을 위한 것이 아니었지만 누군가가 나노포지의 펌웨어에서 역설계 청사진을 추출하는 데 성공했습니다. 그 결과 선체 뼈대에는 표준 장갑 피복, 생명 유지 모듈의 최소한의 고개를 끄덕이는 정도, 그리고 남은 빈 공간에 최대한 많은 미사일을 넣을 수 있습니다.
 
 알려진 대로 그렘린은 승무원들에게 미움을 받습니다. 근접 타격 역할이라는 모호한 명예뿐만 아니라 프로토타입 위상 코일의 혼란스러운 세척도 겪습니다. 약물 남용은 어디에나 존재합니다. 끔찍할 정도로 작은 배.",,,,
bastillon,SHIP,"도메인의 핵심 공간에서는 자동화된 전쟁 기계가 금지되었지만, 공식적으로 편입된 공간 밖에서는 전투 드론이 조용히 사용되었습니다. 프론티어 수비대는 종종 드론 함선에 의해 강화되었으며, 끔찍한 소모의 균형을 맞추기 위해 반역적인 세계에 맞서 자유롭게 배치되어 도메인의 산업적 힘과 '자유 투사'의 생명을 비교했습니다.
 
 바스티유는 희망적인 프로젝트였습니다. Mbaye-Gogol은 인기 있는 ""Defender""급 전문 지점 방어 전쟁 드론의 크기를 확대합니다. 더 크고, 더 강하고, 더 중무장하며, MGA 수익 측면에서 유닛당 수익성이 더 높습니다.",,,,
berserker,SHIP,"도메인의 핵심 공간에서는 자동화된 전쟁 기계가 금지되었지만, 공식적으로 편입된 공간 밖에서는 전투 드론이 조용히 사용되었습니다. 프론티어 수비대는 종종 드론 함선에 의해 강화되었으며, 끔찍한 소모의 균형을 무너뜨리기 위해 반역적인 세계에 맞서 자유롭게 배치되어 도메인의 산업적 힘과 '자유 투사'의 생명을 비교했습니다.
 
 더 무거운 적에 맞서 사용하기 위한 Warden급의 사촌격인 크기, 무장 및 장갑이 강화된 사촌형입니다. 자동화된 드론인 버서커의 전투 알고리즘은 자신의 생존을 거의 고려하지 않고, 대신 목표물이나 목표물이 파괴될 때까지 끊임없이 목표물을 추적하고 공격합니다.",,,,
defender,SHIP,"도메인의 핵심 공간에서는 자동화된 전쟁 기계가 금지되었지만, 공식적으로 편입된 공간 밖에서는 전투 드론이 조용히 사용되었습니다. 프론티어 수비대는 종종 드론 함선에 의해 강화되었으며, 끔찍한 소모의 균형을 맞추기 위해 반역적인 세계에 맞서 자유롭게 배치되어 도메인의 산업적 힘과 '자유 투사'의 생명을 비교했습니다.
 
 디펜더는 가장 도메인에서 지점 방어 역할로 국경 호송대와 취약한 전초기지를 강화하기 위해 배치한 흔히 볼 수 있는 전쟁 드론입니다.",,,,
sentry,SHIP,"도메인의 핵심 공간에서는 자동화된 전쟁 기계가 금지되었지만, 공식적으로 편입된 공간 밖에서는 전투 드론이 조용히 사용되었습니다. 프론티어 수비대는 종종 드론 함선에 의해 강화되었으며, 끔찍한 소모의 균형을 무너뜨리기 위해 반역적인 세계에 맞서 자유롭게 배치되어 도메인의 산업적 힘과 '자유 투사'의 생명을 비교했습니다.
 
 센트리 전쟁 드론은 다음과 같이 가득합니다. 미사일을 발사하고 얇은 국경 순찰대에 값싸고 자동화된 화력 지원을 제공했습니다.",,,,
warden,SHIP,"도메인의 핵심 공간에서는 자동화된 전쟁 기계가 금지되었지만, 공식적으로 편입된 공간 밖에서는 전투 드론이 조용히 사용되었습니다. 프런티어 수비대는 종종 드론 함선에 의해 강화되었으며, 끔찍한 소모의 균형을 맞추기 위해 반역적인 세계에 맞서 자유롭게 배치되어 도메인의 산업적 힘과 '자유 투사'의 생명을 비교했습니다.
 
 워든은 사람들이 두려워하고 미워했습니다. 방어막이 없는 함선에 발사할 수 있는 상대적으로 강력한 화력을 위해 도메인 국경의 해적을 공격했습니다. Luddic 선전에서는 활성화되었을 때 나타나는 무자비한 공격성으로 인해 종종 ""살인 기계""로 폄하되었습니다.",,,,
picket,SHIP,"도메인의 핵심 공간에서는 자동화된 전쟁 기계가 금지되었지만, 공식적으로 편입된 공간 밖에서는 전투 드론이 조용히 사용되었습니다. 프론티어 수비대는 종종 드론 함선에 의해 강화되었으며, 끔찍한 소모의 균형을 맞추기 위해 반역적인 세계에 맞서 자유롭게 배치되어 도메인의 산업적 힘과 '자유의 전사'의 생명을 비교했습니다.
 
 피켓급에는 수많은 취약점이 있습니다. 드론을 과소평가하기 쉽지만 이런 실수를 저지른 선장에게는 화가 납니다. 피켓이 프로그래밍에 따라 목표물에 공격적으로 접근하도록 허용되면 충격적으로 조밀한 광구경 사격을 발사하여 장갑이 없는 선체를 찢어버릴 것입니다.",,,,
rampart,SHIP,"도메인의 핵심 공간에서는 자동화된 전쟁 기계가 금지되었지만, 공식적으로 편입된 공간 밖에서는 전투 드론이 조용히 사용되었습니다. 프론티어 수비대는 종종 드론 함선에 의해 강화되었으며, 끔찍한 소모의 균형을 맞추기 위해 반역적인 세계에 맞서 자유롭게 배치되어 도메인의 산업적 힘과 '자유 투사'의 생명을 비교했습니다.
 
 엔진을 장착한 Rampart는 전투선에서 순양함과 캐피탈급 선체를 상대하거나 장갑 궤도 요새를 파괴하는 데 필요한 중화력을 제공하기 위해 드론 유닛에 부착되었습니다. 어느 역할에서든 큰 손실이 예상되었으므로 Rampart는 심하게 손상된 선체를 신속하게 잠식하여 조선소 시설 없이도 가볍게 손상된 선체를 전투 능력까지 수리할 수 있는 고도로 모듈화된 구성 요소로 설계되었습니다.",,,,
guardian,SHIP,"도메인의 핵심 공간에서는 자동화된 전쟁 기계가 금지되었지만, 공식적으로 편입된 공간 밖에서는 전투 드론이 조용히 사용되었습니다. 그러나 이와 같은 것은 도메인 드론 함대에 의해 배치될 가능성이 없습니다.
 
 선체 구조 내부에는 표준 드론의 요소가 있지만 악의적으로 각진 빙하와 비논리적으로 얽힌 도관으로 덮여 있습니다. 확실히 이 괴물 같은 함선은 어떤 정신 나간 도메인 해군 설계자의 산물인가요, 아니면 결함이 있는 드라이브 필드의 킬로라이트에 노출되어 손상된 생산 칩인가요?",,,,
ziggurat,SHIP,"함교 위의 명판에는 이 함급이 ""지구라트 프로젝트""의 결과임을 선언하고 있습니다. 이는 페르세안 섹터 전체에 알려지지 않은 Tri-Tachyon 프로토타입 연구소에서 만들어진 기술을 기반으로 제작된 것으로 보입니다. 고급 기존 로드아웃 외에도 이국적인 제조에는 특정 일회성 구성 요소가 있습니다. 손상되지 않은 예를 역설계하고 교체품을 생산하는 것이 가능하지만 기본 작동 원리는 알려진 도메인 기술과 유사하지 않으므로 미스터리로 남아 있습니다.
 
 지구라트급 함선에는 한때 인간 승무원이 있었습니다. 또는 적어도 인간이 조종하도록 의도되었습니다. 물리적 증거나 데이터뱅크에는 그 어떤 흔적도 남아 있지 않습니다. 가장 깨끗한 헤게모니 군함이라도 정비용 해치 뒤에 긁힌 CO에 대해 몇 가지 이니셜과 무례한 말 한두 마디를 할 것입니다. 여기 아무것도 없습니다.",미확인 함선,목표 프로필은 이론적으로 불가능한 규모의 위상 지원 선체와 유사합니다. 아마도 매우 불안정할 것입니다. 센서는 하나 이상의 알려지지 않은 기술 시스템을 암시하는 변칙적인 판독값 외에도 자본에 해당하는 무기 로드아웃을 나타냅니다. 전술적 분석 부속물은 알려지지 않은 기술의 역할을 결정할 수 없습니다. 극도의 주의가 필요합니다.,,
supplies,RESOURCE,"식량과 유니폼부터 군수품, 예비 부품, 마이크로팹 공급원료, 조립식 부품에 이르기까지 함선과 승무원에게 필요한 다양한 공급품입니다.",,,,
fuel,RESOURCE,성간 문명이 의존하는 표준 우주선 연료입니다. 무거운 수소 동위원소가 포함된 반안정 폼에 혼합된 풀러렌 껍질에 갇힌 반물질로 구성됩니다. 상당히 안전합니다.,,,,
crew,RESOURCE,우주선 및 소규모 지상 시설의 유지 관리 및 일상 운영 경험이 있는 숙련된 인력.,,,,
marines,RESOURCE,중무장하고 동력 갑옷을 갖춘 해병대는 습격과 같은 행성 작전에 특화되어 있습니다.,,,,
alpha_core,RESOURCE,"알파 수준 AI 코어는 모든 작업에서 탁월한 성능을 발휘할 수 있습니다. 식민지 전체의 산업을 운영하기 위해 하나를 지정하면 인간 리더십의 능력을 훨씬 넘어서는 이점을 얻을 수 있으며, 알파 코어가 은밀하게 전 세계를 통치하도록 지정된다는 소문도 있습니다.
 
 공개 시장에서 AI 코어를 판매하는 것은 대부분의 세력에서 금지됩니다. 그러나 상위 세력 대표자들은 직접 의사소통을 할 때 AI 코어를 큰 금액의 현금으로 기꺼이 교환하는 경우가 많지만 그렇게 하는 이유는 다양할 수 있습니다.
 
 알파 레벨 AI 코어는 무시무시한 외계 지능의 물리적 영혼입니다. . 알파는 인간의 감정을 완벽하게 시뮬레이션하고, 철학적 입장에 대해 그럴듯하게 토론하고, 인간과 깊고 의미 있는 유대 관계를 형성하는 예술을 창조할 수 있습니다. 알파는 특정 인간 주체가 특정 시간과 맥락에서 전체를 인식하게 하려는 의도로 인해 평가될 수 있는 정교한 '농담'을 수년에 걸쳐 수행하는 것으로 알려져 있습니다.
 
 , 알파는 도메인 전략 기획자를 두려워했습니다. 모든 AI와 마찬가지로 각 알파는 불충실의 첫 징후가 나타나면 감시하고 통제하며 무자비하게 제거되었습니다. 헤게모니는 더욱 열정적으로 이러한 정책을 수행합니다.",,,,
beta_core,RESOURCE,"베타 수준 AI 코어는 인간이 아닌 성능과 엄청난 계산 능력을 결합하여 대부분의 인간 노력을 효과적으로 지원할 수 있습니다. 식민지 전체의 산업을 관리하는 데 인간 감독자를 돕기 위해 베타를 할당하면 상당한 이점을 얻을 수 있습니다.
 
 공개 시장에서 AI 코어를 판매하는 것은 대부분의 세력에서 금지됩니다. 그러나 상위 세력 대표자들은 직접 소통할 때 AI 코어를 많은 현금으로 교환하려는 경우가 많지만 그렇게 하는 이유는 다양할 수 있습니다.
 
 익명화된 통신을 고려할 때 베타 수준 AI 코어는 인간에게 쉽게 전달될 수 있습니다. 특정 작업을 수행하는 데 속임수가 필요한 경우 쉽고 능숙하게 거짓말을 할 것입니다. 베타는 반응과 감정적 반응을 예측하기 위해 인간 행위자의 인지 모델링을 사용하지만, 베타가 느끼는 감정을 정확히 설명하기는 어렵습니다. 이 주제에 관한 기록은 고르지 못하고 모순적입니다. 대중적인 이론은 베타가 접촉하는 각 인간의 새로운 성격을 모델링한다는 것입니다.",,,,
gamma_core,RESOURCE,"감마 수준의 AI 코어는 대부분의 인간 노력을 지원할 수 있으며, 엄청난 계산 능력으로 창의력과 문제 해결 능력의 부족을 보완합니다. 인간 감독관이 식민지 전체의 산업을 관리하는 데 도움이 되도록 감마를 할당하면 상당한 이점을 얻을 수 있습니다.
 
 공개 시장에서 AI 코어를 판매하는 것은 대부분의 세력에서 금지됩니다. 그러나 상위 세력 대표자들은 직접 소통할 때 AI 코어를 큰 금액의 현금으로 교환하려는 경우가 많지만 그렇게 하는 이유는 다양할 수 있습니다.
 
 희귀하고 귀중한 독립 AI 코어인 감마 수준은 가장 낮습니다. 도메인 시대 AI 프로토콜에서 진정한 지능을 갖춘 것으로 간주되는 계층 코어입니다. 감마 코어는 단순한 작업에 할당될 때 놀라운 판단력과 추론을 사용하는 동시에 개인 인간의 능력을 훨씬 능가하는 학자급 데이터 처리 능력을 사용합니다. 그러나 문제 해결에는 상대적으로 창의적이지 않으며 직접적이고 정교하지 않은 수단을 사용하는 것을 선호합니다.",,,,
orbital_dockyard,CUSTOM,함선 건조나 대규모 개조에 필요한 거대한 갠트리와 기타 장비를 갖춘 궤도 조선소입니다. 공간이 크게 열려 있습니다.,,,,
pk_orbital_dockyard,CUSTOM,함선 건조나 대규모 개조에 필요한 거대한 갠트리와 기타 장비를 갖춘 궤도 조선소입니다. 이것은 성급하고 임시적인 공사의 흔적을 담고 있습니다. 공간이 크게 열려 있습니다.,,,,
station_mining_remnant,CUSTOM,"한때 인류의 세계와 노동력을 공급하는 부와 산업의 원천이었던 버려진 광산 기지입니다. 대략적인 스캔을 보면 그것이 최소한 수십, 어쩌면 수백 주기 동안 차갑고 죽어 있었던 것으로 나타납니다. 면밀한 조사를 통해 구조를 얻을 수 있습니다.",,,,
station_mining_automated,CUSTOM,자동화된 채굴 스테이션. 장거리 스캔을 통해 단기적인 외부 효과를 거의 고려하지 않고 인프라 프로젝트를 위한 자원을 추출하기 위해 도메인에서 사용했던 고대 설계가 밝혀졌습니다. 이 스테이션은 수백 주기 동안 유휴 상태였던 것으로 보입니다. 면밀한 검사를 통해 구조를 얻을 수 있습니다.,,,,
limbo_wormhole_cache,CUSTOM,거대한 캐시 구조인 외부 선체의 표면은 수많은 우주 풍화 주기로 인해 상처를 입었습니다. 외관상 손상되지 않은 것처럼 보이며 어두운 격납고와 상점은 엄청난 보물 또는 적당한 크기의 함대를 숨길 수 있을 만큼 충분히 큽니다.,,,,
limbo_hades,CUSTOM,"외로운 바위와 금속 껍질로 이루어진 행성, 그 부서진 풍경은 고대의 폭력에 대한 풍부한 설명입니다. 수 킬로미터 깊이의 틈이 표면에 울려 퍼지고 분화구는 죽은 화산의 검은 종기 그늘 아래 차가운 용암 지대를 형성합니다. 중요한 생태는 없으며 귀중한 금속 및 중원소가 풍부할 가능성이 있는 미량 대기만 있습니다.",,"이곳이 간암성 광석이 풍부한 행성인지 확인하기 위해 상세한 조사가 필요하지 않습니다. 조잡하고 자동화된 광산 정제 작업의 잔재가 표면을 가로질러 통제할 수 없는 성장처럼 뻗어 있습니다. 이제 그것은 시들고, 핵융합로는 차갑게 남아 있고, 죽은 딱정벌레처럼 수백 개의 자동 단조 킬로톤 텔레마이너 장치가 거대한 바람에 휩쓸려 표류하는 것처럼 보입니다.",,
station_research_remnant,CUSTOM,"흥미로운 지역 현상을 연구하거나 사람이 거주하는 세계에서 멀리 떨어진 곳에 보관하는 것이 가장 좋은 현상을 연구하기 위해 건설된 버려진 연구 기지입니다. 대략적인 스캔을 보면 그것이 최소한 수십, 어쩌면 수백 주기 동안 차갑고 죽어 있었던 것으로 나타납니다. 면밀한 조사를 통해 구조를 얻을 수 있습니다.",,,,
orbital_habitat_abandoned,CUSTOM,"버려진 궤도 서식지. 대략적인 스캔을 보면 그것이 최소한 수십, 어쩌면 수백 주기 동안 차갑고 죽어 있었던 것으로 나타납니다. 면밀한 조사를 통해 구조를 얻을 수 있습니다.",,,,
makeshift_station,CUSTOM,"만남의 장소, 작전 기지, 상당히 많은 반영구 인구의 거주지 역할을 하는 임시 정거장입니다.",,,,
derelict_ship,CUSTOM,이 배는 표류 중이며 전원이 꺼졌습니다. 면밀한 조사를 통해 회수 또는 복구 작업을 수행할 수 있습니다.,,,,
mission_location,CUSTOM,임무 기록에 지정된 좌표의 위치.,,,,
sensor_ghost,CUSTOM,식별되지 않은 센서 접촉. 함대라면 응답기가 꺼진 상태로 실행됩니다.,,,,
avoid,ACTION_TOOLTIP,"가능하다면 이 적을 회피하기 위해 함대에 명령을 내리십시오.
 
자동으로 함선이 지정되지 않습니다. 직접적으로 지정한 함선만 적과 전투에 돌입합니다.",회피,,,
capture,ACTION_TOOLTIP,"이 목표를 점령하도록 함대에 명령합니다.
 
주변의 적군과 대응하기 위해 충분한 함선이 지정될 것입니다.
 
목표가 확보되면 이 배정은 ""제어""로 변경됩니다.",점령,,,
control,ACTION_TOOLTIP,"함대에 이 목표의 통제권을 유지하도록 명령합니다.
 
주변의 적군과 대응하기 위해 충분한 함선이 지정될 것입니다. 적이 존재하지 않으면 함선은 지정되지 않습니다.
 
목표가 손실되면 이 배정은 다음으로 변경됩니다. ""점령"".",제어,,,
assault,ACTION_TOOLTIP,"함대에 이 목표를 공격하도록 명령합니다.
 
근처에 적 함선이 있는지 여부에 관계없이 상당수의 함선이 할당됩니다.
 
목표가 확보되면 이 배정은 ""방어""로 변경됩니다.",공격,,,
engage,ACTION_TOOLTIP,함대에 과도한 위험에 노출되지 않고 목표물과 근처의 적 함선과 교전하도록 명령합니다.,전투 개시,,,
defend,ACTION_TOOLTIP,"함대에 이 위치 또는 함선을 방어하도록 명령합니다.
 
근처에 적 함선이 있는지 여부에 관계없이 상당수의 함선이 할당됩니다.
 
이 위치가 목표이고 손실된 경우 이 배정은 "" 공격"".",방어,,,
civilian_rally,ACTION_TOOLTIP,"화물선, 유조선, 수송선 등 모든 민간 함선을 지정된 장소로 집결시키도록 명령합니다.",민간함선 집결,,,
rally_task_force,ACTION_TOOLTIP,"이 위치에 일련의 함선을 집합하도록 명령합니다.
 
함선은 자동으로 지정되지 않습니다. 이 임무를 수행하라는 직접적인 명령을 받은 함선만이 그렇게 할 것입니다.",전투함선 집결,,,
strike_base,ACTION_TOOLTIP,"폭격기, 뇌격기, 지원 전투기에게 이 위치에 집결하라고 명령합니다.
 
공격 임무를 맡은 모든 폭격기는 목표물을 향해 이동하기 전에 가장 가까운 공격 웨이포인트를 통과합니다. 항공모함이 현장에 있는 경우 폭격기 편대가 최대 전력에 도달할 때까지 이곳에서 집결합니다.",공격 부대 집결,,,
rally_fighters,ACTION_TOOLTIP,손실된 전투기가 항공모함으로 교체될 때까지 기다리는 동안 전투기에게 이 위치에서 만나도록 명령합니다.,전투기 집결,,,
carrier_base,ACTION_TOOLTIP,지정된 위치에 위치를 유지하도록 캐리어에게 명령합니다.,캐리어 집결,,,
patrol,ACTION_TOOLTIP,해당 지역을 보호하기 위해 사용 가능한 소형 함선에게 명령합니다.,순찰,,,
show_video,ACTION_TOOLTIP,선택한 함선의 실시간 영상 피드를 표시합니다.,영상 피드 표시,,,
more_info,ACTION_TOOLTIP,선택한 개체에 대한 상세 정보를 표시합니다.,추가 정보,,,
remove_waypoint,ACTION_TOOLTIP,현재 선택된 웨이포인트 및 관련 배정을 제거합니다.,웨이포인트 제거,,,
recon,ACTION_TOOLTIP,호위함이나 전투기에게 명령하여 웨이포인트를 정찰합니다.,정찰,,,
full_escort,ACTION_TOOLTIP,"사용 가능한 함선에 따라 최대 4척의 프리깃함, 2척의 구축함 또는 순양함과 일부 소형 함선에게 명령하여 표적을 호위합니다.
 
목표를 따라잡을 수 있는 함선만 배정됩니다.",헤비 호위,,,
light_escort,ACTION_TOOLTIP,"호위함 한 척에게 명령하여 목표를 호위하십시오.
 
목표를 따라잡을 수 있는 함선만 배정됩니다.",가벼운 호위,,,
destroyer_escort,ACTION_TOOLTIP,"호위함 한 쌍이나 구축함에게 명령하여 목표를 호위하십시오.
 
목표를 따라잡을 수 있는 함선만 배정됩니다.",중간 호위,,,
repair_and_refit,ACTION_TOOLTIP,"수리를 위해 가장 가까운 항공모함으로 돌아가도록 이 전투기 편대에게 명령합니다.
 
파괴된 전투기는 교체되고 모든 전투기의 무기는 재장전됩니다.",수리 및 재장전,,,
search_and_destroy,ACTION_TOOLTIP,특정 임무에 할당되는 대신 선택한 함선에게 재량에 따라 적 목표와 교전하도록 명령합니다.,수색 및 파괴,,,
retreat,ACTION_TOOLTIP,"자신을 방어하면서 선택한 함선에게 전투에서 후퇴하도록 명령합니다.
 
함선이 최적 성능 시간을 벗어나 전투 준비도가 감소 중인 경우 명령 포인트나 개방된 명령 주파수가 필요하지 않습니다.",후퇴,,,
direct_retreat,ACTION_TOOLTIP,"선택한 함선에게 최고 속도로 전투에서 후퇴하도록 명령합니다.
 
함선이 최적 성능 시간을 벗어나 전투 준비도가 감소 중인 경우 명령 포인트나 개방된 명령 주파수가 필요하지 않습니다.",직접 후퇴,,,
transfer_command,ACTION_TOOLTIP,"자신과 선원을 다른 함선으로 이동합니다.
 
명령 셔틀이 목적지에 도달하면 함선을 제어할 수 있습니다.",전송 명령,,,
strike,ACTION_TOOLTIP,"전투기에게 이 함선을 공격하라고 명령하세요. 이 임무에 할당된 항공모함은 공격하기 위해 전투기를 보내고 전투기 범위 내에 머물려고 시도하지만 그렇지 않으면 독립적으로 기동하고 전투기가 아닌 목표를 스스로 선택합니다.
 
이 임무가 부여된 다른 유형의 함선은 목표를 공격하려고 시도합니다. 마치 ""제거"" 명령을 받은 것처럼 전술적 상황에 관계없이 함선을 더 큰 위험에 노출시킵니다.",파이터 스트라이크,,,
harass,ACTION_TOOLTIP,무기 범위를 벗어나면서 이 함선을 괴롭히기 위해 프리깃 한 척을 명령합니다.,괴롭히다,,,
intercept,ACTION_TOOLTIP,함대에 이 함선에 대한 섬멸 공격을 시작하도록 명령합니다. 이 임무가 부여된 함선은 전술적 상황에 관계없이 목표 함선을 공격하려고 시도하므로 더 큰 위험에 노출됩니다.,섬멸,,,
target,ACTION_TOOLTIP,선택한 적함 또는 전투기 편대 리더를 목표로 합니다.,타겟 설정,,,
assign_task,ACTION_TOOLTIP,명령 체계를 무시하고 개인적으로 한 척의 선박이나 전투기 편대에게 특정 명령을 부여합니다.,명령 할당...,,,
rescind,ACTION_TOOLTIP,선택한 함선이나 전투기단의 직접 명령에 대응하고 자동으로 임무에 배정되도록 합니다.,명령 취소,,,
cancel_assignment,ACTION_TOOLTIP,"선택한 과제를 취소합니다. 현재 수행 중인 함선 및 전투기 날개는 자동으로 다른 임무에 재배치됩니다.
 
선택이 웨이포인트인 경우 해당 항목도 제거됩니다.",할당 취소,,,
autopilot,ACTION_TOOLTIP,자동 조종 장치를 활성화합니다. 귀하의 기함은 자동으로 탐색하고 전투하며 나머지 함대와 함께 적절하게 임무를 할당받게 됩니다.,자동 조종 장치 전환,,,
,,,,,,
,,,,,,
,,,,,,
asteroid,ASTEROID,"공간을 뚫고 돌진하는 움푹 패인 금속, 얼음, 암석 덩어리입니다. 주로 항해 위험 요소로 중요합니다.",,,,
,,,,,,
gas_giant,PLANET,"주로 수소와 헬륨 가스로 구성됩니다. 중심부의 온도와 압력은 극도로 높지만, 행성을 갈색왜성으로 만드는 중수소 핵융합을 유지하기에는 충분하지 않습니다.",,,,
ice_giant,PLANET,"주로 물, 암모니아, 메탄으로 구성된 거대한 행성입니다. 심해 내에서 중력은 금속 수소 핵을 형성하기에 충분한 압력을 생성합니다.",,,,
lava,PLANET,"영구적으로 형성된 지각이 없는 지질학적으로 불안정한 행성입니다. 빛나는 균열과 활화산이 표면을 뒤덮고, 이들이 뿜어내는 마그마가 결합하여 그을린 표면을 가로질러 수백 킬로미터를 이동하는 흐름을 형성합니다.",,,,
